GAME_SEQUENCE,GAME_ID,TEAM_ID,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,Playoffs
4,21700960,1610612745,26,28,33,35,0,0,0,0,122,0.528,0.853,0.515,25,37,20,1
4,21700968,1610612745,24,34,29,23,0,0,0,0,110,0.47600000000000003,0.667,0.35,22,47,16,1
3,21700979,1610612745,16,27,32,30,0,0,0,0,105,0.494,0.696,0.33299999999999996,15,36,13,1
6,21700997,1610612745,25,23,32,25,0,0,0,0,105,0.46399999999999997,0.7140000000000001,0.37799999999999995,21,45,11,1
1,21701001,1610612745,25,29,34,21,0,0,0,0,109,0.488,0.7829999999999999,0.295,24,50,15,1
4,21701023,1610612745,28,19,31,23,0,0,0,0,101,0.389,0.826,0.293,20,50,11,1
3,21701036,1610612745,32,28,24,23,0,0,0,0,107,0.419,0.778,0.366,19,46,7,1
3,21701048,1610612745,38,39,30,22,0,0,0,0,129,0.551,0.75,0.457,28,33,11,1
7,21701064,1610612745,27,28,31,29,0,0,0,0,115,0.48100000000000004,0.69,0.528,18,38,9,1
3,21701074,1610612745,21,27,23,17,12,0,0,0,100,0.354,0.643,0.235,19,52,12,1
4,21701091,1610612745,29,35,19,31,0,0,0,0,114,0.484,0.75,0.38299999999999995,22,48,19,1
8,21701101,1610612745,33,36,25,24,0,0,0,0,118,0.489,0.909,0.385,28,45,11,1
4,21701111,1610612745,31,29,27,31,0,0,0,0,118,0.441,0.857,0.316,28,46,10,1
4,21701132,1610612745,22,18,35,29,0,0,0,0,104,0.43200000000000005,0.69,0.368,22,39,10,1
3,21701145,1610612745,17,21,28,17,0,0,0,0,83,0.33799999999999997,0.828,0.226,12,42,9,1
6,21701161,1610612745,35,36,24,25,0,0,0,0,120,0.512,0.667,0.348,26,46,9,1
3,21701177,1610612745,36,30,18,12,0,0,0,0,96,0.466,0.625,0.35100000000000003,16,38,15,1
4,21701194,1610612745,30,32,21,19,0,0,0,0,102,0.474,0.696,0.37799999999999995,23,41,17,1
6,21701218,1610612745,23,33,26,23,0,0,0,0,105,0.42,0.938,0.34,19,49,18,1
